skill_id,skill_title,skill_type,skill_description_final
711271b376eab6f774ce45d98443a843aea5d04d22a571c1c629f15344cfb57d,Water Sensitive Urban Design,SFw TSC,Water Sensitive Urban Design: Developing landscape designs with an understanding of natural water resources and their optimal utilisation. Applying knowledge of water management and preservation of water quality to influence urban design decisions.
ebf704baa88d015eff4194ec841274257c0146827f2222038698d4af64dcf688,Amazon S3,Apps and Tools,"Amazon S3 is a cloud storage service that provides secure, durable, and highly-scalable object storage. It is designed to make web-scale computing easier for developers, allowing them to store and retrieve any amount of data from anywhere on the web."
ec34a1012c4c7f7adffd0e276dd4b75ef5ca950f2caa4a5d39b3a20562b9fddc,Hibernate,Apps and Tools,Hibernate is an open-source object-relational mapping tool that simplifies the process of persisting data from Java objects to a relational database. It provides a powerful query language and object-oriented query service to help developers quickly and easily access data.
0e362243ee38d3d03f5c2e2218a024b3a8f84bbfadd338e50cb6f6e9fbd17175,Transport Route and Schedule Planning,SFw TSC,Transport Route and Schedule Planning: Planning and managing transportation resources to ensure efficient and effective route scheduling and dispatching. Monitoring and evaluating routes and schedules to ensure optimal vehicle routing and scheduling. Supervising and coordinating vehicle routing and scheduling.
ec4b53402285be489d4a34dc122a350502f88b5ebf0cf8ef73f87d2e13a2ea4b,Ruby (Programming Language),Apps and Tools,"Ruby is an open-source, object-oriented programming language designed to be simple and powerful. It is used to create web applications, desktop applications, and more. Ruby is known for its flexibility and ease of use."
ec5df277195755d82b8cbc3dedb4088ece38cece2ce935990373ef4dc4d83550,Heroku,Apps and Tools,"Heroku is a cloud-based platform that enables developers to quickly and easily deploy, manage, and scale web applications. It provides a wide range of tools and services to help developers build, run, and monitor their applications."
a992b082713650977817cfff49b403a29acaa32124f536ac37c0ce8dbc064f51,Warehouse Facility Management,SFw TSC,"Warehouse Facility Management: Develop and implement policies and procedures to ensure the efficient and safe operation of a facility, taking into account budget, security, safety, health, and legal requirements."
ec3eb435b1ce0cefcb3bca97cc9cc29ae559596157fcecb9c51d28d011641234,Corrective Maintenance Management,SFw TSC,"Corrective Maintenance Management: Diagnose and troubleshoot faults in plants, equipment and systems, develop plans for corrective maintenance and repairs, and supervise repair works. Interpret test and inspection results to identify faults and formulate strategies for asset integrity and performance improvement."
ed98c603df9d5623b0133dfc524e962c5643335719939b99db9d95e6b9aa3f88,Shipping Network Operations Management,SFw TSC,"Shipping Network Operations Management: Manage overall network utilisation to optimise operations, service integrity, cost efficiency, and cargo flow. Monitor vessel allocations, connections, and schedules to drive network expansion and formulate strategic plans. Manage vessel operations to improve utilisation, scheduling, and existing services and products."
ec99990d5a0b5b64bc3a52260cc00198dec1d4892673251cef28d3543c418ca1,SAP Variant Configuration,Apps and Tools,"SAP Variant Configuration is an app tool that helps businesses configure and manage complex products and services. It enables users to quickly and accurately create, price, and configure products and services, while ensuring compliance with customer requirements."
968b40752cf23110d585df08672e2340389471c4800890636775734f93d7819b,Mergers and Acquisition,SFw TSC,"Mergers and Acquisition: Develop strategies to identify and capitalize on opportunities to increase organisation valuations. Analyse financial and tax implications of mergers and acquisitions, and devise workflows to implement robotics and automated technology to streamline processes."
eca59f641a734930131270e01e4a109314207a1241ea8294907b6c7cb98e9703,Eloqua,Apps and Tools,"Eloqua is a powerful marketing automation tool that helps businesses create, manage, and measure campaigns across multiple channels. It provides a comprehensive suite of features to help marketers create engaging content, track customer interactions, and measure the success of their campaigns."
71530313c7755f566fd39aa2a40ca09a6a0341f69bb5ea829c47aabccc4d552f,Technology and Systems Application,SFw TSC,Technology and Systems Application: Integrating evaluated technologies into operations or processes to achieve desired outcomes. Developing and implementing plans for technology integration. Applying technologies to operations or processes.
22ee8ffb69d9cb1ab17ee0b1a57afdeee50ffd111846419eaf6c715ce35af2fb,Visual Merchandising Presentation,SFw TSC,Visual Merchandising Presentation: Ensure displays accurately depict products or services according to visual merchandising standards and requirements. Monitor accuracy of displays and refine as needed. Supervise construction and maintenance of displays to achieve optimal visual impact and execute activities with minimal disruption. Communicate visual merchandising standards and cascade requirements to team members.
4ab65505ac21f371505c8d52716a236bc842f26b34942ded63fb211072f40ea0,Dispute Settlement,SFw TSC,"Dispute Settlement: Conducting investigations and resolving disputes with external parties. Gathering and analyzing data to identify irregularities, and presenting findings to opposing parties. Facilitating dispute settlements and providing support to investigations."
38d29baa889661c6d9f4be58ba75774bc151c5deb3d692646fcee0d6182d6abb,Nursing Research and Statistics,SFw TSC,Nursing Research and Statistics: Analyse research data and evaluate its relevance to derive new insights and support decision-making. Identify clinical problems and priorities to be addressed. Utilize research and statistical techniques to analyse data and drive synergies across professional groups. Participate in data collection.
ece001d75b699abf9fe96f95845fb394db3b91cb5ae9035d2914ed4a18005942,FrameMaker,Apps and Tools,"Framemaker is a powerful desktop publishing tool used to create professional-looking documents. It offers a wide range of features, including page layout, text formatting, graphics, and more. It is easy to use and provides a great way to create high-quality documents quickly and efficiently."
dee6e6cdcb262feb8df015d899a725922bd10e2a33d20657f205581aff08e99f,Cold Chain Operations Administration,SFw TSC,"Cold Chain Operations Administration: Manage the packaging and material handling of products during storage and transportation, ensuring quality is maintained. Develop and implement best practices to improve operational efficiency. Support documentation and administration of cold chain operations, and implement processes and control points."
2617926f81470cdd6148730fcb91bd8c01aabba99a0a928daa8f9353ea508d5d,Design Standards and Specification,SFw TSC,"Design Standards and Specification: Develop and maintain design standards and specifications to ensure compliance with regulatory requirements, and inspect designs to ensure quality and adherence to standards. Lead strategies to enhance design quality and manage design execution."
64b0824e24a9475fbf252cb3145063b647feb04cc581058709e7aaf7643e3dbe,Game User Interface Development,SFw TSC,"Game User Interface Development: Design and develop user interfaces for interactive applications, such as games, to enable user interaction. Write code to implement the functionalities of UI elements and define technical requirements for development. Monitor and enhance the functionality of the UI to ensure a smooth user experience."
17ea4b0361c26f313d6ea8621fc5709b6c6a0134225c16f80ec0ebdc6c1bf13b,Fuel Accessories Components Maintenance,SFw TSC,"Fuel Accessories Components Maintenance: Skill in maintaining and repairing aircraft fuel accessories components, including identifying resources, conducting functional checks, and using appropriate tools, equipment, materials, and methods."
ed506bd98a173adbb5393cc2f4d8a906325373e798bf5e285c7a75ea9d85de21,Apache Ignite (Database),Apps and Tools,"Apache Ignite is an open-source distributed database that enables real-time data processing and analytics. It provides a unified platform for in-memory computing, streaming, and batch processing, allowing for faster data access and improved performance."
dda87f19d299dbd21f880f688ca2498dd90e11d4dfaa9f24febbad6e3f115a55,Filtration Equipment Operation and Control,SFw TSC,Filtration Equipment Operation and Control: Operate and troubleshoot specialized equipment in a manufacturing environment. Verify conditions and implement procedures to ensure proper operation. Identify and resolve issues to maintain efficient operations.
ed70bae64e7070def7850b98852d6721e6a4428ffff1ae4725132c96a2dd1703,Delcam,Apps and Tools,"Delcam is a powerful CAD/CAM software suite designed to help engineers and designers create high-quality products. It offers a range of features, including 3D modelling, machining, and simulation, to help streamline the design process."
28788194b3bf73dce89abb04f3c6e8d5a9eb7d5d02315f78329566be2521f03f,Trading Pool Management,SFw TSC,"Trading Pool Management: Develop and optimise strategies to generate income from trading power in the market. Submit offers and re-offers to the pool based on trading strategies and guidelines, and set the direction for the organisation's power generation targets. Synergise trading strategies and analyses to ensure optimal income and scheduling of generation units."
2a1a9873f415720c322905c57e531403c3377ca4bbc2f0d2aa06b5be1b72cf98,Competency Framework Development,SFw TSC,"Competency Framework Development: Design and develop competency frameworks to align HR programmes with organisational goals. Facilitate the development of competencies and descriptors, and design the architecture of the frameworks to meet business needs. Implement the frameworks across organisation levels and functions."
eda71746c01c3f465ffd02b6da15a6518e6fbc8f06f1ac525be193be5507069d,JavaScript,Apps and Tools,JavaScript is a widely used programming language primarily used for creating dynamic behavior and interactivity on web pages.
3a6f9f00129c373af9a53ac92fc4c23b0acb1d217ac5aeb52e682563f8aeacfb,Organisational Event Management,SFw TSC,"Organisational Event Management: Event Planning and Management: Coordinating and executing events from start to finish, including pre- and post-event activities, to ensure successful outcomes that align with organisational objectives."
477ffde181fd4139e3bcd64332fa3aaa9075d233d8ae9fc8c97aa8bb729b567d,Intervention Planning in Occupational Therapy,SFw TSC,Intervention Planning in Occupational Therapy: Developing and implementing intervention plans according to client conditions and clinical practice guidelines. Evaluating existing practices and developing new guidelines in line with emerging trends and evidence-based practices. Providing guidance to junior therapists and modifying plans for routine and complex cases. Articulating new trends and evidence-based practices in intervention planning.
ee0254f553885b4d3e117085b9a0bafbc4154d7d53a4942f7f000bffae59d591,Xml Schema Definition (XSD),Apps and Tools,"XML Schema Definition (XSD) is a language for describing the structure and constraining the contents of XML documents. It provides a means to define the structure, content, and semantics of XML documents, enabling more robust and reliable data exchange. XSD is an essential tool for validating XML documents."
83b55f22e291796f44c6f545b1c8d298838df2beac1555b5d5b238f7f45e2022,Non-Alcoholic Beverage Preparation,SFw TSC,"Non-Alcoholic Beverage Preparation: Prepare and serve a variety of beverages, both standard and customised, using appropriate techniques. Monitor customer trends and tastes to curate beverage menus."
781009b7997584a30e144f9bec6dbb3ece0629e5bac31da809c2dfe2d354dd64,Behavioural Analysis and Predictive Screening,SFw TSC,"Behavioural Analysis and Predictive Screening: Monitor and review security threats, deploying behavioural analysis and predictive screening techniques to identify suspicious customers and passengers. Improve procedures to ensure effective screening at airports and in cabins."
91c2d40abd664fd0ab68e2df3fb8ee00da73ede223a16cbf1dd25cbf5026054e,Form Giving,SFw TSC,"Form Giving: Creating tangible forms and aesthetics that align with project and design requirements, taking into account function, emotions, technology, culture and organisational values. Ensuring the overall vision of the design is met and verifying fulfilment of project requirements."
b2676890203aa0b6af92bb70cd0511acead4856db8a742ce2bbd7d70512ba56a,Business Risk Assessment,SFw TSC,"Business Risk Assessment: Developing and managing risk management strategies to identify, assess, and respond to risks in order to achieve organisational objectives. This includes articulating risk appetite frameworks, risk statements, goals and metrics, and monitoring implementation procedures."
eeb94bac6ba69f1b4f8b47a1aad27769cd36056bcdbd47f772c9bbe1da60126c,Flask (Python),Apps and Tools,"Flask is a Python web framework that enables developers to quickly create web applications. It provides a robust set of tools to help developers create powerful, dynamic websites and applications."
5e653248a81f49c17f75026902bf580fe79a9e2baf511521fd36d479bd8c201a,Uninterruptible Power Supply System Maintenance,SFw TSC,"Uninterruptible Power Supply System Maintenance: Perform preventive and corrective maintenance on complex systems, ensuring uninterrupted operation and reliability. Monitor and troubleshoot system issues to ensure optimal performance."
4c530f660e39cfaff3761160039e70c6d6a8628e87933618721b586bf3cecab3,Product Performance Management,SFw TSC,"Product Performance Management: Analyse data to develop insights, review findings and recommendations, and manage product performance through analysis and recommendations. Refine and approve changes to product pricing and improvements based on customer and product analysis. Collect data on customer behaviour and product performance."
921523879a184810a9507176743d36dd23a389f99aa7fabc5393c5a209fcdf58,Workplace Performance Diagnosis,SFw TSC,"Workplace Performance Diagnosis: Analyse and evaluate workplace contexts to identify performance issues and opportunities, and drive performance improvement."
7c41869ebeda496942adb0c9ba8e9b7a06e4e30672e4d65c27c2bec9a32a4bca,Fraud Risk Management,SFw TSC,Fraud Risk Management: Developing an understanding of potential fraud risks and creating a culture of awareness throughout an organisation. Identifying and evaluating potential fraud exposures and advocating for risk awareness.
091c4ca180ad77b8adc524f37c899d8643b1d6d3c34967500d2a6af569f1fe90,Partnership Management,SFw TSC,"Partnership Management: Developing and managing relationships with internal and external stakeholders to achieve organisational objectives. This includes coordinating and strategising with stakeholders, negotiating information exchange, proposing initiatives, and analysing their impact."
28e2ed0e2646f711fc75ae23462409153bde7a7aa1c8bef529f470f5822dcef6,Technology Road Mapping,SFw TSC,Technology Road Mapping: Strategic planning and technology implementation to capitalize on future market needs. Utilizing organizational strengths to enhance business competitiveness and drive processes through analysis of market trends and external drivers.
ef7f005f69d94c4fdbe94bd5b8772c9b7284c2e6fbc7a1b960f3693f41d476b1,Screaming Frog (SEO),Apps and Tools,"Screaming Frog SEO is a powerful tool for optimizing your website for search engine rankings. It crawls websites to identify technical issues, analyze page titles and meta data, and generate XML sitemaps. Get the most out of your SEO efforts with Screaming Frog."
15002acb67d7d12b70da0c66adc87c364f2ebcb53417da907d72fefb8afe6a58,Franchise Management,SFw TSC,"Franchise Management: Developing and managing franchise operations, including setting up roles and responsibilities, determining resources, and establishing and evaluating performance indicators. Monitoring and reporting on franchise operations to ensure successful implementation of plans."
d608df3aca001c29ac9d887eff004137a4e92cc278a6f47529ffc51d4476886c,Aircraft Communication Systems Maintenance,SFw TSC,"Aircraft Communication Systems Maintenance: Maintain and troubleshoot complex systems using appropriate resources and conduct functional tests to ensure proper operation. Identify and use the necessary tools, equipment, materials and methods to complete maintenance tasks. Analyse and interpret technical manuals and organisational procedures to ensure accuracy and compliance."
669c6214b62e645f0d463089a3ad3484665cea1a1a8c1e0aa1fe407c813ea60d,Strategy Development,SFw TSC,"Strategy Development: Developing and implementing strategies and policies to achieve organizational objectives, while consulting with stakeholders and analyzing the environment. Identifying gaps and creating resource allocation plans to support strategy planning."
33c31d42df326732380bbf534406e511f3997350fbc88bbd29f51f410a22f9ab,Client Education in Rehabilitation Therapy,SFw TSC,"Client Education in Rehabilitation Therapy: Provide client-centered care by communicating with clients and caregivers to deliver and facilitate continuity of care. Educate clients and caregivers on relevant self-management techniques and interventions to improve client conditions. Develop and review client education materials and processes, and provide guidance to junior therapists. Oversee the implementation of new client education tools or trends."
3a9f50daa12123c9e618016c879906a792cfbe0528485e2fe3b1d44a86a10fea,Animal Transaction,SFw TSC,"Animal Transaction: Manage the safe and efficient transportation of animals, including preparing animals for transport, restraining them, and overseeing the operations of the transport."
78e01e6075f7c6c4832ceab336310790d6e828a8254e09fdc5305d83bb3c791a,Partnership Development and Management,SFw TSC,Partnership Development and Management: Developing and managing relationships with partners to increase market share and revenue. Identifying potential partners and activities to achieve business goals. Defining strategies for partner acquisition and management to strengthen relationships and optimise market share.
efe17866d83aee54438a95219c5ea3b08c180234475b2c83815a644228dc00fc,ManageIQ,Apps and Tools,"ManageIQ is an open-source cloud and virtualization management platform that helps organizations manage their IT infrastructure and applications. It provides a unified view of the entire IT environment, allowing users to automate and optimize their IT operations."
f92ede7b0b90c4b56decad695a0c308ba3019746c89797eb000f386cea1173dc,In-Flight Customer Services,SFw TSC,In-Flight Customer Services: Provide quality customer service to ensure comfort and satisfaction of passengers. Handle requests and provide personalised services to premium passengers. Monitor and guide cabin crew to ensure smooth running of in-flight services.
eff19c32ca84ad7a2618ce956d6da93a2ff9500b95a1553065fc1b85942999b0,Ember JS,Apps and Tools,"Ember.js is a powerful JavaScript framework for creating ambitious web applications. It provides a complete solution for rapid application development, from rendering to data management, making it easy to create ambitious web applications."
3993a982e59229b80f70832e6b0b17a9eb6fa2551af2189b4d3f7f22a3acf4f1,Waste Disposal Management,SFw TSC,"Waste Disposal Management: Operate heavy machinery and mechanical devices to manage the transportation and disposal of waste. Ensure waste is collected and segregated correctly, and transported to the appropriate landfill or incineration plant."
a1cbb8c7906bbd33686dd89994e18900d9c9393d069fa0b82df060d426cf41d0,Airframe Systems Maintenance,SFw TSC,"Airframe Systems Maintenance: Perform maintenance of airframe systems using appropriate resources and tools, and conduct functional tests to ensure proper operation. Identify and use applicable technical manuals and organisational procedures to ensure accuracy."
26d7809b7c5e14aea0ae4944bfb2e0fb1582db92fe20bf589e31f273bcd60c84,Social Policy Formulation,SFw TSC,"Social Policy Formulation: Analyse research and social trends to inform the formulation of social policy issues and implications. Facilitate the review of research, social trends and client expectations to set strategic direction for social policy."
228b2fb912c0fc5a8ec34fc1cd4b9c73b9a2d9aeb130d3e3c4d0eedcf5fd1afc,Clinical Services Development,SFw TSC,"Clinical Services Development: Lead the development and implementation of clinical services to ensure excellence and safety. Monitor and review existing services, identify areas for improvement, and develop new services to meet organisational and clinical goals. Evaluate the safety, efficiency, efficacy and impact of current and new services."
f0854775273320171e345d5d896c73875d12d5fa53f9e4077bac8cf3af594eea,AngularJS,Apps and Tools,"AngularJS is a powerful JavaScript-based open-source web application framework designed to simplify the development of single-page applications. It provides a comprehensive set of features to help developers create dynamic, interactive user interfaces with minimal effort."
f0c1dcc0abfa3b7cc72646f4b094d931a304b066f98e30fbf3d299ad44559c23,Microsoft Publisher,Apps and Tools,"Microsoft Publisher is a desktop publishing application that allows users to create professional-looking documents, newsletters, brochures, and more. It includes a variety of templates, tools, and features to help users quickly and easily create stunning documents."
f0c929a9e723bc62724e30c7e396e576019dfcb8cfd0a3f264ee5d72e64e49d1,Perl,Apps and Tools,"Perl is a high-level, general-purpose, interpreted, dynamic programming language. It is widely used for web development, system administration, network programming, GUI development, and more. It is known for its powerful text processing capabilities and its ability to interface with databases."
51725ff1534aa248246ab0767fbd323f7abffdb54e4b0c8328afab4b07e6efff,Augmented Reality Application,SFw TSC,Augmented Reality Application: Design and implement augmented reality (AR) applications to improve workflows and increase efficiency. Monitor and troubleshoot AR applications to ensure compliance with instructions and suggested workflows. Utilize AR software to optimize work processes.
df85e612f488e008a851828b1866144b57b19529719d415439c0935bd6df2676,Business Model Innovation,SFw TSC,"Business Model Innovation: Developing and executing innovative business models to identify and capitalise on untapped opportunities. Researching, piloting, and managing insights to ensure successful implementation of projects. Guiding the selection process and providing support to ensure successful realisation of ideas."
0bd27f5b6f90958473799bb9b3807bea2b81b3942a0222c609a0bbbfec626d4f,Continuous Improvement Management,SFw TSC,"Continuous Improvement Management: Continuous improvement skill: Ability to identify and implement processes to improve efficiency, effectiveness and cost of production, services and processes. Monitor progress and lead the design and application of improvement tools and strategies. Advocate for a continuous improvement culture and apply process improvement to workplace activities."
43844e9e831297fc8402306a0eefc041d0c6a14bb86a0c77c4e0280e1fbdab64,Operations Reporting Protocol Application,SFw TSC,"Operations Reporting Protocol Application: Skill in operations reporting, including logging, reporting, record keeping, interpreting and analysing trends, and implementing procedures and timings according to established organisation protocols. Ability to identify opportunities for process improvement and optimisation."
73a9c0deae67e54e797887376a946324dd379f04bba34aec38d169f968debbe7,Fuel Terminal Operations Management,SFw TSC,"Fuel Terminal Operations Management: Plan, coordinate, and administer operations according to established procedures. Analyze reports to develop plans and enhancements for operations. Monitor and adjust operations to ensure compliance with standards."
,,Apps and Tools,
3603d8f6614186a41a17ced1198c3e10264f87a6c212329e6a179c2230d32243,Automatic Fare Collection Auxiliary Systems Maintenance,SFw TSC,"Automatic Fare Collection Auxiliary Systems Maintenance: Skill in diagnosing and troubleshooting faults in auxiliary systems, and performing preventive and corrective maintenance activities. Ability to review maintenance plans and recommend rectification methods to prevent recurrence of faults."
0c5277716221649d668c1419f2970889f9bde31fd2567d2c228e2d799b6d7a6e,Flight Planning,SFw TSC,Flight Planning: Develop and administer flight plans to ensure safe and efficient cross-country travel. Collaborate with stakeholders to create flight plans and resolve any issues that arise. Monitor and review flight plans to optimize aircraft load and route planning. Implement strategies to improve flight planning operations.
7e65c793c6203d16dcd51d1790953772f72ec94f2e038f59512b487399dcb953,Media Distribution Platform Management,SFw TSC,"Media Distribution Platform Management: Develop and implement strategies to manage the distribution of content and services through partners and platforms. Recruit and engage partners, set targets and performance expectations, and assess and evaluate partner performance."
f19600b9e18f7f277fac42df1031a32e21eea9f95f99f2633ba5060cda34e4c9,UiPath,Apps and Tools,"UiPath is an automation tool that helps businesses automate tedious and repetitive tasks. It enables users to create automated workflows that can be triggered by events, APIs, or manually. UiPath helps businesses save time and money by streamlining processes and eliminating manual labor."
f1b702bc99c818c9332449a063ed7ad6e132b80b21c11eb9bee7d388ba7edceb,ProMax Design,Apps and Tools,"ProMax design is a powerful app tool that helps you create stunning visuals for your projects. It offers a wide range of features, including templates, drag-and-drop editing, and a library of images and icons. With promax design, you can quickly and easily create beautiful designs that will make your projects stand out."
f1c0f91027ffe592d351d976281700e13f09754f2868630ef70301f66d7d21b3,Zeplin,Apps and Tools,"Zeplin is a collaborative design tool that helps teams create, prototype, and share designs quickly and easily. It streamlines the design process, allowing teams to collaborate in real-time and stay organized. Zeplin helps teams create beautiful, consistent designs faster."
f1ee4ffc9b44e64c6aa3718bf2b873b1fbdc21051637a0df2d04752ac7ecae32,Jinja,Apps and Tools,"Jinja is a templating engine used in web development with Python frameworks like Flask and Django, allowing dynamic generation of web content."
672c236ebe52b8cdb865a882257e3051612bce26b0c7bca2fc253316f20c6f9e,Maintenance Planning and Scheduling,SFw TSC,"Maintenance Planning and Scheduling: Developing and executing maintenance plans and schedules to optimise plant availability and reliability. Interpreting plans and schedules to execute maintenance work for process plant, equipment and systems. Coordinating with stakeholders to ensure optimal plant availability and reliability. Evaluating plans and schedules to manage maintenance planning and execution."
f2158c0419859b7e3692813c197a6f2402505b5082ddd3ecf0b655e2ffc5e04d,Surface-water Modeling System,Apps and Tools,"Surface-water Modeling System is a software tool used to simulate and analyze the movement of surface water, often used in hydrology and water resource management."
8b5e2c1aa3b662161f1cf92c0041584513125415e346972ac39addbd5fd0904a,Threat and Vulnerability Management,SFw TSC,"Threat and Vulnerability Management: Identify and mitigate cyber threats and system vulnerabilities to reduce risk. Develop frameworks, analyse threats and vulnerabilities, and recommend solutions to eliminate them."
eb1a9e5f1ef35c17c21d82ba3c4816ac5e50f8f1e2ee8b67b99d8699a9bfda76,Active and Smart Packaging,SFw TSC,"Active and Smart Packaging: Develop and implement active/smart packaging processes to improve product quality, safety and shelf-life. Monitor and evaluate effectiveness of processes, and identify opportunities for process improvement. Research and explore wider applications of active/smart packaging methods. Operate active/smart packaging equipment."
63f27f33e803e074d0e02fb15ae7db9fba022ad97af8a3dfa36aeee9a372c666,Route Forecasting and Development,SFw TSC,"Route Forecasting and Development: Analyse data and trends to identify and develop profitable flight routes for airlines, taking into account performance, profitability, competitors, revenue potential and future strategies. Utilise research and data analytics to forecast demand and evaluate potential returns of existing and proposed routes."
f267b7a07950b70e50d8a4105f5fb877bd94be8d98120ef3f0867ecb12f6907e,Emacs Lisp,Apps and Tools,"Emacs Lisp is a powerful, dynamic programming language used to extend and customize the Emacs text editor. It is a dialect of the Lisp programming language, and provides a rich set of features for writing and manipulating code."
9dc6bba33dcd47e08ffbb50f432c54080cb0042e73bbfb23d0d7dfb0b72155e1,Waste Sorting Management,SFw TSC,Waste Sorting Management: Operate heavy machinery to sort and segregate waste materials. Monitor and manage the waste sorting process at a waste deposition site or treatment plant.
33ecc03069f744bdb6c7feb4596fd31753c6c1f6d1b749fbf605b2a9bb5e1e4b,Integrated Marketing,SFw TSC,"Integrated Marketing: Develop and execute an integrated marketing strategy across multiple channels and platforms, tracking customer response and effectiveness. Assess and recommend suitable marketing channels and platforms, and select a channel mix that best satisfies target markets. Incorporate relevant marketing trends, techniques and technologies."
f2c203114c6cd5eacc8234a609de38afe18c9bec35b1f4087c712af1fb08945e,Responsys,Apps and Tools,"Responsys is an app tool that helps businesses create and manage personalized customer experiences across email, mobile, social, and web. It enables marketers to create, automate, and optimize customer journeys to drive engagement and revenue."
95182494f7d8fd95d4df8c8ca6c8a2bfaca15cb77367e7fbee59459742069de0,Airport Collaborative Decision Making Model Application,SFw TSC,"Airport Collaborative Decision Making Model Application: Lead the implementation of collaborative decision-making models to optimise the capacity of runways, terminals, gates and airspace. Analyse the impact of the model and identify new opportunities for its application. Develop and administer implementation plans and drive the integration of the model into operations. Serve as the thought leader on the model for the organisation."
f2dfd9476676a6118225644b849591e959474938eb38ef8df7d6c46c0c6273a7,OpenMP,Apps and Tools,"OpenMP is a programming tool that enables developers to write programs that can take advantage of multiple processors and cores. It provides a simple and flexible interface for parallel programming, allowing developers to quickly and easily create high-performance applications."
f2fffedbdd8b8445f70ca8fdb7aa36b5408685c323e0053930912bd6eac3b3df,CRM Systems,Apps and Tools,"CRM systems are powerful tools that help businesses manage customer relationships and streamline processes. They provide a centralized platform to store customer data, automate tasks, and track customer interactions."
555e44fd8eef4030b06180895d37a5a68f8644344aa17f2398007a1ca500df61,Category Marketing,SFw TSC,Category Marketing: Strategic planning and execution of marketing activities to support business objectives. Ability to analyse sales reports and develop marketing plans to drive key activities. Experience in preparing and participating in campaigns and promotional programs.
2c753e6baf019a083614ac10fb4eae88d62fa554bda810ddd952cbe605733430,Contract Development and Management,SFw TSC,"Contract Development and Management: Develop and manage contracts to ensure operational and financial performance. Negotiate terms and conditions, ensure compliance, and effect amendments. Synergise contract approaches across projects and organisation. Formulate contract approaches for specific projects."
2436fc03a065c28ad127b93852f7fb1ef580f74b0fa73b51d4e07e9d3c3c987e,Platform Screen Door Maintenance,SFw TSC,"Platform Screen Door Maintenance: Perform preventive and corrective maintenance on complex systems, troubleshoot faults, diagnose root causes, and review maintenance plans to ensure optimal performance. Carry out scheduled maintenance work to prevent system failure."
90e7d038beec371f1d6c5b3b8ac5e2a8b2d49d58f85d609d0dffc006bf3497d6,Organisational Analysis Management,SFw TSC,"Organisational Analysis Management: Analyse and assess organisational resources and performance, and develop strategies to improve operational efficiency and effectiveness to meet objectives. Lead functional analysis and recommend areas for improvement."
59848d7b4357ff117c0ae6c302f0d41a9a1464b4410bd7ee5c9038f831a1c55f,Systems Engineering Thinking,SFw TSC,"Systems Engineering Thinking: Lead inter-disciplinary teams to develop and implement engineering solutions and practices through an integrated and multidisciplinary approach. Utilize process knowledge and analytical techniques to optimize engineering applications, and apply systems engineering thinking concepts to ensure safe, reliable and sustainable results."
c778915d4e0a285d435519a8a0ba23e2526dccb07ace2ffb8b7c02d2646508e1,Workplace Safety and Health Culture Management,SFw TSC,"Workplace Safety and Health Culture Management: Develop and maintain a workplace safety and health culture by establishing a common set of attitudes, behaviours and competencies. Review and assess the effectiveness of the programme, and promote the essential components of a successful WSH culture."
95a105c041b4f171d6f373b698a9b8302494b5bcc7dbfae8ba5a104506a0cf91,Battery Systems Design Management,SFw TSC,Battery Systems Design Management: Design and review energy storage systems according to capacity requirements and site constraints. Identify and size appropriate configurations for project requirements. Develop strategies to ensure compliance with regulations and guidelines. Integrate energy storage systems with solar PV units and/or the power grid.
59a54f364ab40c2a3915056414a85bccbd9aefb12fb938043651b02a322fc56e,Indoor Air Quality Management,SFw TSC,"Indoor Air Quality Management: Monitoring and managing indoor air quality through the identification and analysis of problems, conducting audits to measure and assess situations, and implementing control measures to mitigate issues. Driving good practices and programmes for adoption."
bd752cbf0e77cbdbeed1cd509d3c1d1e13a34325474b96a9120f4187066f487e,Pricing for Warehouse Services and Operations,SFw TSC,Pricing for Warehouse Services and Operations: Develop pricing models to meet customer requirements and maximize revenue margins. Analyze associated costs of operating a warehouse and customer requirements to formulate open or closed-book pricing. Implement pricing models and support documentation of warehouse services and operations.
3377e7fa06677e04b727b33b996038df2c25798df4301aa1f22ab4e26734ce65,Service Brand,SFw TSC,"Service Brand: Developing and implementing strategies to enhance an organisation's service brand and value proposition, communicating the importance and benefits of a service brand, and taking corrective action to ensure alignment with service strategies."
d23087e1f61067271346815b6a35d3aba474f30ee67918b9afad0f3985f5a4ed,Nursing Manpower Planning,SFw TSC,Nursing Manpower Planning: Leading the development and implementation of strategies to manage and forecast the demand and supply of manpower resources. Facilitating discussions with senior management and influencing decisions at the organisational and ministerial level. Assisting in the planning of staff assignments at the department and ward level.
92002f74507f92413a5bb4b49175d20a9075fa5f5a5ca1e8d76d6a1fb681b2b4,Airport Operations Management,SFw TSC,"Airport Operations Management: Lead and coordinate complex airport operations, ensuring adherence to safety requirements and performance standards. Develop strategies to expand and commercialize operations, while innovating new services to meet dynamic demands. Administer airside, terminal and landside operations to deliver services to customers, passengers, businesses and authorities."
f3e8831c46b74d836502190d092247227404c1e566525996327f79ba9558d2ed,CADD,Apps and Tools,"Computer-Aided Design and Drafting (CADD) is a technology used in various industries to create, modify, analyze, and optimize designs digitally. It aids in the creation of accurate and precise 2D and 3D models and drawings."
